ID,Age,Gender,LicenceCountry,Yrs DL,Points,NCD,Engine cc,Ins Group,Stored,Car Age,Premium
B49598083,66,M,UK,14,0,1,1400,6,Garage,1,211.54
B38120887,35,M,UK,18,0,4,1600,2,Drive,2,233.3
A25460306,74,M,UK,24,0,4,1600,7,Garage,10,256.69
B47640187,74,M,UK,21,0,1,1200,5,Garage,9,218.9
B37183419,47,F,UK,1,0,1,1800,5,Garage,6,186.54
B77068428,40,F,UK,10,0,1,1200,2,Garage,4,187.82
B59893949,62,F,UK,1,0,4,1800,6,Garage,1,217.18
B86905633,46,M,UK,14,8,0,1400,5,Garage,1,222.89
A20230407,61,F,UK,26,0,3,1400,6,Road,18,265.46
B36754827,31,M,UK,11,0,4,1200,6,Garage,5,236
B44208856,75,M,UK,12,0,2,1800,3,Garage,3,214.95
A99436850,21,F,UK,2,8,3,1200,4,Road,3,244.9
A7898095,21,F,UK,2,0,0,1400,5,Garage,7,175.18
A3286664,64,M,UK,26,0,4,1600,5,Garage,2,245.28
B66165722,42,M,UK,23,4,4,1400,5,Garage,12,261.6
A12024533,35,M,UK,15,0,0,1400,6,Garage,1,197.02
B68874097,43,F,UK,4,0,2,1200,2,Garage,2,189.47
B26859400,29,M,UK,2,8,3,1600,2,Garage,1,222.08
B84509352,72,M,UK,43,4,2,1600,5,Garage,5,245.98
A33417285,49,M,UK,16,0,2,1200,3,Garage,2,211.01
A54485726,76,M,UK,4,0,1,1600,6,Garage,13,212.92
A13505158,32,M,UK,6,0,4,1400,3,Road,3,241.33
B75870096,71,M,UK,28,0,3,1200,2,Road,1,242.25
B59112689,34,M,UK,1,0,1,1600,7,Road,18,221.45
A44434195,53,F,UK,31,0,3,1400,5,Garage,2,230.51
A91108539,78,F,UK,6,0,2,1200,4,Road,6,229.92
B22426998,57,F,UK,4,0,2,1400,4,Garage,1,200.94
A66508129,31,F,UK,11,0,2,1400,5,Garage,4,209.54
B24834281,73,M,UK,35,0,1,1400,7,Garage,1,221.73
A32929473,37,F,UK,12,0,4,1600,6,Garage,1,232.35
B77083243,74,M,UK,13,4,4,1400,4,Road,1,269.79
A23833807,27,F,UK,4,0,1,1200,5,Garage,4,189.57
A7486992,61,M,UK,13,0,1,1400,3,Drive,2,209.88
B14546911,22,F,UK,4,0,0,1200,2,Road,1,183.31
A54325159,80,F,UK,22,8,2,1400,3,Garage,2,240.92
B39060375,19,F,UK,2,0,0,1200,5,Garage,1,168.81
A1977423,56,M,UK,22,0,4,2400,8,Garage,11,258.37
A22335059,45,F,UK,24,0,0,1400,3,Drive,4,199.95
A28780224,45,M,UK,25,0,2,1600,5,Garage,1,221.35
A79099424,47,F,UK,29,4,3,1600,3,Road,1,255.41
B96227921,50,F,UK,28,0,3,1200,6,Garage,1,230.09
B79136946,55,F,UK,3,0,4,1200,6,Road,2,243.79
A59756477,58,M,UK,31,0,4,1200,4,Garage,1,240.69
B51961660,57,M,UK,4,0,0,1600,3,Garage,5,184.97
B6161799,54,F,UK,37,0,1,1400,4,Road,2,229.1
B37377666,53,M,UK,7,0,2,1200,3,Road,13,233.83
A1729691,40,M,UK,3,0,4,2000,7,Garage,10,236.25
A87526575,29,M,UK,11,0,0,1400,7,Garage,12,203.89
A43516042,45,F,UK,26,0,3,1400,6,Garage,5,232.63
A48653204,40,M,UK,19,8,4,1800,3,Garage,2,259.46
A36953694,23,F,UK,1,8,4,2000,4,Garage,1,231.04
A13373282,59,F,UK,6,0,1,1200,5,Drive,1,204.66
B19865322,77,M,UK,16,0,1,1400,4,Garage,5,211.64
A38055125,65,M,UK,15,0,3,1200,4,Garage,15,236.99
A11158648,48,F,UK,13,0,1,2000,6,Garage,18,219.78
A9850136,39,M,UK,12,0,3,1200,4,Garage,8,225.52
B42925295,33,M,UK,15,8,3,2000,6,Garage,4,257.4
A60870712,73,F,UK,16,0,0,1200,3,Garage,1,189.4
B1781846,30,M,UK,7,0,0,1200,3,Garage,3,181.28
B75160036,71,F,UK,8,0,0,1200,3,Drive,10,198.84
A17141581,60,M,UK,4,0,1,1400,6,Garage,12,209.56
A63637066,32,M,UK,4,0,4,1200,6,Garage,1,224.96
A19611127,52,F,UK,21,0,0,1400,5,Drive,2,205.25
B7200126,18,M,UK,1,0,3,1600,3,Road,2,212.26
A60850406,33,F,UK,16,0,0,1200,4,Garage,5,190.09
B35881772,42,M,UK,24,0,0,1400,3,Garage,4,195.4
A39826174,76,M,UK,6,0,0,1200,3,Garage,14,196.28
B87863541,46,M,UK,14,0,1,1200,2,Garage,1,193.23
B29268454,18,F,UK,1,0,2,1600,3,Garage,1,177.46
A88836126,32,M,UK,10,0,0,1600,3,Garage,3,186.08
A42622475,74,M,UK,57,0,4,1400,5,Garage,3,252.86
B78216325,67,F,UK,34,0,1,1400,3,Garage,2,206.32
B4848024,25,F,UK,6,0,0,1200,6,Garage,6,186.23
A67294416,55,M,UK,35,0,3,1400,2,Garage,3,224.36
A51082944,36,M,UK,9,0,3,1400,3,Road,1,233.92
A74295318,55,M,UK,32,0,1,1800,7,Garage,11,228.01
A38654543,21,M,UK,1,0,3,1200,2,Garage,8,191.45
A40846575,72,M,UK,35,0,3,1200,6,Garage,2,239.6
A36991573,70,F,UK,14,0,4,1200,3,Garage,20,243.2
B52058737,55,F,UK,38,0,3,1200,2,Garage,3,220.25
A36849936,72,F,UK,18,0,0,1200,4,Garage,1,194.07
B87731594,51,M,UK,12,0,2,1600,6,Garage,1,218.91
A27168505,75,M,UK,58,0,2,1400,4,Garage,1,228.53
A69813092,74,M,UK,29,4,0,2000,4,Garage,7,222.79
B87291681,35,F,UK,13,0,1,1200,3,Garage,4,194.26
B66170947,79,F,UK,5,0,3,1200,6,Garage,2,220.77
B24053884,37,M,UK,13,0,0,1200,2,Drive,2,189.7
B98564848,74,F,UK,28,0,4,1400,6,Garage,1,244
B85531707,34,M,UK,10,0,0,2000,7,Road,15,228.58
A49699500,28,M,UK,9,0,4,1200,3,Garage,1,221.13
A4575832,30,M,UK,8,0,4,1400,5,Garage,19,242.73
B65149210,50,F,UK,6,0,3,1400,3,Garage,6,213.3
A81008777,34,M,UK,1,0,1,1200,2,Garage,1,169.7
A78241326,61,M,UK,8,0,2,1200,5,Drive,3,222.83
B35997732,54,F,UK,17,0,2,1400,2,Garage,2,203.64
B48386670,50,F,UK,29,0,2,1400,5,Garage,2,219.51
B39004071,53,M,UK,35,0,3,1200,3,Garage,1,227.1
A28950827,24,F,UK,4,0,4,1200,6,Garage,4,221.06
A18117618,45,F,UK,21,0,0,1800,6,Garage,1,198.98
B67425912,61,F,UK,19,0,2,1800,7,Garage,1,222.67
B76644868,51,M,UK,8,0,1,1600,7,Garage,3,209.32
B49290989,80,M,UK,6,0,1,1200,4,Garage,3,201.72
A4193541,63,F,UK,24,0,4,1200,5,Garage,1,238.28
B92025260,26,F,UK,1,0,0,1200,3,Garage,8,164.56
B97029957,25,M,UK,2,0,2,1400,6,Drive,6,210.21
B7982439,72,F,UK,30,0,1,1400,2,Drive,12,216.49
A53838846,57,M,UK,12,4,1,1200,6,Road,8,247.3
A12683452,28,M,UK,4,0,0,1200,4,Garage,18,192.08
B27219735,30,M,UK,9,4,4,1400,5,Road,11,270.6
A79392865,28,F,UK,10,0,0,1200,6,Garage,1,187.22
B54475345,25,M,UK,5,0,1,1200,2,Drive,1,188.12
A6655300,76,M,UK,8,0,4,1200,2,Garage,1,222.77
A14838880,74,F,UK,23,0,4,1200,2,Road,2,247.81
A51047056,31,M,UK,14,0,2,1600,5,Garage,14,224.13
B912293,47,F,UK,26,0,0,1200,4,Garage,5,196.8
B18196065,48,M,UK,3,8,0,1200,6,Garage,2,213.37
B26848913,26,F,UK,8,0,3,1600,4,Garage,4,213.27
A20261817,23,M,UK,3,0,3,1800,3,Garage,1,202.8
B55179561,21,M,UK,2,0,4,1200,2,Garage,1,201.39
B42950429,19,M,UK,2,0,4,2000,3,Garage,1,208.55
A97555797,25,F,UK,8,0,4,1600,6,Road,1,245.97
B15261181,20,M,UK,1,0,2,1200,3,Garage,2,181.66
A43117526,74,M,UK,51,0,3,1400,5,Road,1,260.37
A53112032,63,M,UK,39,0,4,1400,4,Road,7,268.76
A78256253,67,M,UK,32,0,4,1400,6,Garage,1,248.27
A55566701,26,M,UK,4,0,2,1400,5,Drive,6,213.64
B34607456,43,M,UK,1,4,3,1800,5,Garage,5,222.36
A12685941,59,M,UK,30,0,2,1200,6,Garage,12,234.77
A27995526,78,M,UK,55,0,0,1200,5,Garage,16,222.62
B79117017,78,F,UK,32,0,4,1400,3,Garage,4,238.65
A68773578,64,F,UK,36,4,4,1400,6,Garage,2,258.98
B50618270,38,F,UK,8,0,1,1400,5,Garage,2,197.02
A33306641,40,M,UK,15,0,2,1400,6,Garage,1,218.09
A72272541,66,M,UK,40,4,4,1400,3,Garage,5,257.23
A34563282,43,F,UK,7,0,1,1400,2,Road,2,204.72
A83332891,69,M,UK,37,0,0,1200,5,Garage,7,211.27
A94598552,64,M,UK,18,0,0,1400,6,Garage,4,205.71
B43025296,31,M,UK,1,0,3,1200,6,Garage,3,205.21
B40115156,43,M,UK,4,0,2,1600,3,Garage,6,203.52
A96935100,62,F,UK,27,0,3,1200,6,Garage,14,241.92
B979276,66,M,UK,10,0,4,1200,6,Road,1,258.08
B22222025,42,M,UK,24,8,2,1400,6,Garage,2,249.7
A4265289,21,F,UK,1,4,1,1200,4,Garage,3,186.02
B10659478,46,M,UK,1,0,3,1400,3,Garage,8,203.9
A8160858,36,M,UK,16,0,0,1200,3,Road,15,218.95
B2455848,74,M,UK,35,0,4,1200,4,Garage,7,248.41
B63466662,49,M,UK,20,0,4,1400,5,Garage,3,241.18
B15250837,24,M,UK,1,0,2,1200,4,Garage,1,186.16
A26919115,52,F,UK,2,8,2,1200,3,Road,3,238.32
B47766578,47,F,UK,24,0,1,1800,4,Garage,6,208.99
A61983400,53,F,UK,7,0,1,1200,5,Garage,1,197.04
A44695468,37,F,UK,18,0,4,1200,2,Drive,1,227.5
B74331312,71,F,UK,51,4,1,1400,4,Garage,2,227.19
A4412673,25,F,UK,1,0,4,1600,6,Garage,3,210.93
B16938909,43,M,UK,19,0,1,1400,3,Garage,4,203.71
B62067387,69,F,UK,40,0,3,1200,3,Garage,10,233.48
A53535190,39,M,UK,2,0,2,1400,6,Garage,2,202.56
A22907503,56,F,UK,29,0,1,1400,5,Drive,2,218.42
A12268517,44,F,UK,2,0,2,1800,3,Garage,3,192.34
B56159608,41,F,UK,8,4,2,1800,7,Garage,2,226.7
A45833746,27,F,UK,3,0,2,1400,6,Garage,4,200.47
B71966306,20,F,UK,1,0,2,1200,3,Garage,19,191.26
B52876556,70,F,UK,43,0,0,1200,6,Road,1,226.22
A35519071,71,M,UK,24,0,3,1200,4,Road,1,250.26
B71008408,27,F,UK,10,0,1,1200,5,Garage,9,200.9
A38550431,41,M,UK,1,0,2,1400,6,Drive,1,204.62
A27183035,77,M,UK,7,0,2,1800,6,Garage,4,220.89
A83993456,64,F,UK,41,0,0,1400,4,Garage,6,204.48
A71631214,28,M,UK,6,0,3,1400,3,Garage,4,211.06
A42598488,48,M,UK,24,0,0,1200,5,Road,4,222.5
B22841905,67,F,UK,28,0,3,1200,3,Garage,3,224.79
A39206789,30,F,UK,6,0,4,1200,3,Drive,12,231.24
A47247900,36,M,UK,7,0,3,1200,3,Garage,3,212.73
A22904605,66,F,UK,13,0,2,1400,5,Garage,1,214.52
A34683253,69,F,UK,38,0,2,1400,5,Drive,6,235.45
A3940179,49,M,UK,20,0,0,1200,5,Garage,6,202.81
A68678261,35,F,UK,2,0,0,1200,4,Garage,3,172.32
A53434193,71,F,UK,11,0,4,2000,6,Garage,1,237.98
A70381490,34,F,UK,15,0,0,1400,2,Garage,2,178.94
B40152870,57,F,UK,22,8,4,1400,5,Road,8,289.82
A11516693,60,F,UK,15,0,1,1200,6,Garage,3,208.16
B25098969,71,M,UK,25,0,2,1600,6,Garage,4,229.83
B91577040,45,M,UK,26,0,4,1400,6,Garage,16,255.43
B35310592,28,F,UK,7,0,0,1400,3,Garage,3,177.49
B92215856,68,M,UK,12,0,1,1200,4,Road,1,224.37
B59581761,61,M,UK,2,0,3,1600,7,Drive,4,228.47
A60883960,49,F,UK,14,0,4,1400,6,Garage,9,241.56
B25280168,46,F,UK,17,0,4,1200,3,Garage,3,227.79
B58941131,72,F,UK,10,0,3,1200,2,Garage,11,218.13
A76245021,64,M,UK,12,0,2,1200,4,Garage,1,213.88
A34754315,18,M,UK,1,0,4,1400,5,Garage,4,210
A62915687,60,F,UK,6,0,2,1200,4,Garage,9,210.22
B76841980,40,M,UK,15,0,3,1400,4,Garage,2,223.48
A629818,54,F,UK,3,0,0,1200,5,Garage,2,181.21
B96550637,52,M,UK,30,0,3,1400,7,Garage,17,250.59
B80277764,64,F,UK,44,0,3,1200,6,Garage,1,235.69
B16221277,31,M,UK,9,0,0,1200,3,Road,11,209.95
B13538955,33,M,UK,8,0,3,1400,6,Garage,2,222.32
A80278900,37,M,UK,15,0,0,1400,2,Road,1,202.81
A67849592,41,M,UK,11,0,4,1200,4,Garage,16,241.63
A12331139,23,F,UK,5,0,4,1200,5,Garage,1,217.67
B5525041,64,F,UK,27,0,1,1200,3,Garage,1,202.54
A47223257,27,F,UK,10,0,4,1200,6,Garage,2,227.73
B23303642,52,M,UK,32,0,3,1200,3,Road,1,246.23
B93313435,20,F,UK,1,0,1,1400,6,Road,10,204.08
A24100279,36,M,UK,15,0,3,1600,7,Road,2,250.77
B86680292,34,M,UK,5,0,0,1200,6,Road,1,207.23
A45817424,23,M,UK,2,0,0,1200,3,Garage,6,171.53
A58466839,52,M,UK,33,8,3,1400,5,Garage,16,272.73
B4782945,24,F,UK,7,0,1,1200,5,Garage,5,193.9
A79642839,52,M,UK,29,0,1,2800,5,Garage,17,229.29
A93296432,52,M,UK,9,0,1,1400,3,Road,2,217.66
B2860884,30,F,UK,1,0,3,1200,4,Road,9,220.34
A87654149,80,F,UK,35,0,0,1200,6,Garage,2,206.44
A45522656,25,M,UK,6,0,3,1200,3,Garage,7,211.78
A70868361,23,M,UK,2,0,3,1400,6,Garage,1,207.54
B59747674,26,M,UK,9,0,2,1400,6,Garage,7,215.35
B47519884,42,F,UK,16,0,4,1200,5,Garage,6,235.79
A17397937,54,M,UK,20,4,3,1200,2,Garage,1,230.7
B19371012,79,F,UK,30,0,2,1400,5,Road,12,251.45
A53017680,80,F,UK,29,0,3,1200,3,Garage,1,224.89
B92971064,76,M,UK,34,0,2,1200,3,Garage,1,219.76
A58647632,36,F,UK,12,0,0,1400,3,Road,1,202.22
B45619218,72,F,UK,5,0,1,1400,6,Road,11,228
B13444373,49,F,UK,13,0,4,1200,3,Road,1,244.55
A30707696,39,M,UK,15,0,0,1200,5,Garage,7,199.48
B28486743,33,F,UK,16,0,0,1400,5,Garage,16,202.63
A40903427,80,F,UK,24,0,3,1200,2,Garage,2,218.77
B75542809,65,F,UK,26,0,0,1200,3,Garage,1,192.36
A59166090,44,F,UK,16,0,0,1200,5,Drive,8,205.76
B53280335,53,F,UK,2,8,4,1400,3,Garage,7,242.44
B80498058,55,M,UK,38,0,3,1400,5,Garage,1,235.64
A68509329,46,M,UK,12,0,0,1400,4,Garage,15,203.21
B44138112,54,F,UK,1,0,4,1200,4,Garage,10,215.85
A99446924,42,F,UK,16,4,2,1400,2,Garage,1,213.68
A67303944,53,F,UK,20,0,3,2000,4,Garage,3,226.62
B60861604,44,M,UK,16,0,1,1400,6,Road,8,234.97
A33135321,55,F,UK,10,0,0,1200,2,Road,1,197.97
B81349366,52,F,UK,1,0,0,1200,3,Garage,10,171.71
B18802787,72,F,UK,34,0,1,1200,2,Garage,2,200.72
A83364522,64,F,UK,45,0,0,1600,7,Garage,2,210.16
A50781058,19,M,UK,2,0,4,1200,6,Garage,10,222.44
B96378863,73,M,UK,28,0,1,1600,5,Road,1,236.13
B19654955,71,M,UK,42,4,3,1200,5,Garage,5,254.25
B88423594,79,M,UK,36,0,2,1800,4,Garage,3,227.99
A81501545,43,F,UK,8,0,4,1600,3,Garage,3,222.66
B69095236,18,F,UK,1,0,0,1200,6,Garage,2,166.06
B36666188,76,M,UK,2,0,3,1200,3,Garage,11,215.09
B89834056,32,F,UK,1,0,3,1200,4,Garage,9,200.86
A44554572,25,F,UK,3,0,1,1400,5,Garage,5,188.22
A87506441,37,F,UK,1,0,4,1400,6,Drive,1,219.8
B99506204,46,F,UK,25,0,0,1400,4,Garage,3,195.49
A81430746,27,M,UK,1,0,4,1800,4,Road,1,229.13
A15916595,73,M,UK,33,4,1,1600,5,Drive,1,238.78
B94462556,30,F,UK,2,0,0,1400,3,Garage,2,167.22
B89805297,68,F,UK,25,0,0,1400,5,Garage,9,206.39
B4370305,70,M,UK,9,0,2,2000,4,Garage,7,219.65
A82520855,51,F,UK,9,0,1,1200,5,Garage,18,212.34
A705513,44,M,UK,7,0,0,1400,6,Garage,11,200.75
B82323833,30,M,UK,13,0,3,1200,5,Garage,8,227.04
A68844620,77,F,UK,1,0,3,1200,3,Road,5,220.85
B1422265,73,M,UK,17,0,0,1600,7,Road,5,229.82
A17044131,50,M,UK,21,0,3,1400,5,Garage,1,230.13
B32813275,37,F,UK,10,0,4,1200,4,Drive,2,232.84
A21598643,41,M,UK,15,0,3,1600,7,Garage,2,231.81
B55632823,29,F,UK,9,0,1,1400,5,Garage,14,205.4
B42952530,25,M,UK,2,0,2,1200,5,Garage,1,195.01
A41455072,60,M,UK,4,0,3,1400,5,Garage,1,218.33
B60665888,53,M,UK,25,8,1,1400,3,Road,4,254.25
A25182065,76,M,UK,31,4,1,1600,3,Garage,9,230.19
A69101347,20,F,UK,3,0,1,1600,6,Garage,17,199.13
B11529983,18,F,UK,1,0,4,1200,5,Garage,11,210.83
A19843177,49,F,UK,19,8,3,1400,7,Garage,2,257.12
A51193961,58,F,UK,5,0,0,1200,2,Garage,1,172.85
B20665706,32,M,UK,10,0,4,1600,6,Garage,15,244.93
B68934525,65,M,UK,39,0,3,1400,3,Garage,1,230.37
A79219312,28,M,UK,6,0,3,1400,4,Garage,7,217.3
A90363673,26,F,UK,5,0,1,1800,4,Garage,6,191.7
B2352584,29,F,UK,2,4,2,1600,2,Garage,4,197.15
B40843231,18,M,UK,1,0,4,1400,3,Garage,3,202.39
A72820442,21,M,UK,1,0,3,1600,3,Garage,7,197.49
B64885514,37,M,UK,2,0,1,1200,2,Garage,2,176.72
B50630441,44,F,UK,3,0,1,1400,4,Drive,1,194.57
B9254971,42,M,UK,25,0,4,1200,3,Garage,6,236.55
B65676951,76,M,UK,15,0,4,1400,4,Road,3,259.42
A39399606,45,F,UK,20,0,4,1800,7,Road,3,262.24
B8246030,50,M,UK,14,0,4,1800,5,Garage,2,238.95
A21343118,61,M,UK,40,8,1,1400,6,Road,3,267.58
A78291013,63,F,UK,16,0,1,1800,7,Garage,2,212.35
B36101904,45,F,UK,10,8,2,1200,5,Road,1,255.25
B72115846,42,M,UK,25,0,4,1400,7,Road,2,265.42
A82990646,38,F,UK,21,0,2,1200,3,Garage,2,207.16
B90298309,67,F,UK,34,0,0,1200,6,Road,16,235.99
A4232722,41,M,UK,20,0,2,1200,6,Road,2,240.61
B91677385,39,M,UK,1,0,3,1400,6,Garage,1,206.22
B98862667,58,F,UK,40,0,2,1200,5,Road,6,245.7
B28035997,42,F,UK,6,0,1,1200,3,Garage,11,195.13
B51195413,37,M,UK,1,0,4,1400,4,Garage,4,212.79
A98493893,63,M,UK,9,0,2,1400,5,Garage,1,215.2
A98289207,35,M,UK,9,8,0,1400,5,Garage,1,217.17
A63982581,71,M,UK,24,8,4,1400,4,Garage,7,272.5
A18401073,34,M,UK,17,0,4,1400,4,Drive,1,240.38
B82674100,54,M,UK,11,4,0,1200,2,Garage,6,199.92
B56220688,75,F,UK,20,0,1,1200,3,Garage,8,207
A41463601,77,F,UK,41,0,0,1400,3,Garage,2,198.93
A43790012,30,M,UK,5,0,1,1400,5,Road,11,222.57
B61198754,32,F,UK,9,0,3,1400,5,Drive,1,223.78
A81318851,61,M,UK,19,0,2,1600,5,Garage,9,227.99
A49704014,28,M,UK,4,0,3,1200,2,Garage,9,205.64
B54518537,46,F,UK,9,0,4,1200,4,Garage,1,224.94
A18292026,71,F,UK,46,0,3,1200,5,Garage,15,245.64
A46869401,43,F,UK,6,4,1,1200,4,Garage,3,206.09
A87868225,21,F,UK,2,0,1,1400,6,Garage,5,186.01
B4352171,26,F,UK,9,4,3,2000,5,Garage,13,238.84
B90389175,37,M,UK,11,0,3,1400,7,Garage,1,227.04
B80932490,45,M,UK,6,8,3,1200,6,Road,8,273.19
B99660669,76,M,UK,7,0,1,1600,6,Garage,6,211.79
A20324843,70,F,UK,31,8,1,1400,5,Garage,3,240.21
A28724561,22,M,UK,4,8,3,1400,3,Garage,1,230.15
A71228684,49,F,UK,24,0,1,1200,2,Garage,7,198.85
A64305869,20,M,UK,3,0,1,1400,2,Road,17,207.82
B60612698,74,F,UK,25,0,2,1800,5,Road,1,241.92
B80842882,65,M,UK,47,0,1,1400,6,Garage,1,221.11
B83912251,25,M,UK,6,4,1,1200,3,Garage,3,201.92
B11078218,38,M,UK,12,0,3,1400,5,Garage,1,223.46
B24917028,70,F,UK,15,0,0,1600,7,Drive,3,210.89
A52945006,62,F,UK,2,0,2,1200,6,Drive,11,216.7
A71324140,52,F,UK,31,0,1,1400,2,Garage,5,200.54
B86434481,65,F,UK,30,0,2,1400,3,Drive,1,222.27
A57403297,69,F,UK,48,0,2,1200,6,Road,1,246.98
A52201641,59,F,UK,13,0,1,1200,3,Drive,1,204.04
B8692574,39,F,UK,10,0,2,1400,3,Drive,1,209.4
A39293840,76,M,UK,59,8,3,1400,3,Garage,7,266.4
A43143362,75,M,UK,43,0,3,1200,6,Garage,11,248.77
A36527084,64,M,UK,41,0,4,2400,7,Garage,18,268.24
A93830551,67,M,UK,17,4,3,2000,3,Garage,14,249.49
B48835236,36,M,UK,1,0,3,1200,3,Garage,1,195.57
B48336804,23,F,UK,5,0,2,1400,7,Garage,1,202.93
A74325189,68,M,UK,34,0,4,1800,7,Drive,13,269.79
A8273643,44,F,UK,16,0,2,1800,5,Garage,12,222.99
A20701559,73,M,UK,26,0,4,1400,2,Garage,1,232.65
B95379819,69,M,UK,19,0,4,1200,2,Drive,1,236.92
B39772887,31,Male,UK,10,8,3,1400,5,Garage,7,251.84
B64494219,54,M,UK,2,0,1,1200,4,Garage,15,199.39
B8990028,44,M,UK,23,0,4,1200,2,Road,1,246.85
B33069729,36,M,UK,1,0,2,1400,5,Road,15,224.35
B68284801,74,F,UK,16,4,1,1400,5,Garage,2,221.23
B75335410,48,F,UK,11,0,3,1200,5,Garage,3,221.46
A84360337,36,M,UK,14,0,0,1200,2,Garage,12,190.07
B81311395,56,M,UK,38,4,4,2000,5,Garage,5,264.1
B38320684,24,F,UK,6,0,4,1200,6,Road,2,242.7
A7954389,59,F,UK,1,0,1,1600,5,Garage,8,189.37
B94554448,76,M,UK,4,0,1,1400,5,Road,5,223.42
A28117814,23,F,UK,4,0,0,1200,5,Garage,3,177.48
A56125634,43,F,UK,25,0,4,1400,3,Garage,6,233.51
B95562700,54,M,UK,30,0,0,1800,5,Garage,4,207.26
B82207720,56,M,UK,20,0,3,1200,2,Road,17,250.46
B23300372,72,M,UK,13,0,4,1400,2,Drive,4,237.4
A32259986,69,F,UK,33,0,1,1800,4,Road,18,244.21
B5606114,64,F,UK,10,0,3,1600,3,Garage,3,217.63
A62942803,25,M,UK,8,0,3,1200,3,Road,2,230.09
B27838171,65,F,UK,2,0,1,1200,2,Road,13,206.03
B83420956,35,M,UK,14,0,3,1400,5,Road,1,244.04
A73246391,60,M,UK,9,8,4,1400,3,Garage,1,254.67
A84149748,56,F,UK,22,0,3,1200,6,Road,3,250.67
A80806803,41,M,UK,15,0,4,1200,5,Road,5,258.28
A97369215,53,F,UK,4,0,0,1400,4,Garage,16,192.36
A58059333,37,F,UK,18,4,0,1400,6,Garage,7,213.05
B56473832,34,M,UK,12,0,1,1400,6,Garage,2,205.8
B43762760,37,M,UK,14,0,4,1800,7,Garage,11,248.22
B31908114,53,M,UK,8,0,2,1400,7,Garage,2,218.16
A73135926,25,F,UK,3,0,1,1200,3,Garage,7,182.24
B67108927,74,M,UK,26,0,1,1200,3,Drive,2,216.2
B72896529,22,F,UK,2,0,4,1400,3,Road,1,223.94
A44219581,58,F,UK,13,0,1,1200,5,Garage,19,217.11
A77162374,58,M,UK,2,0,3,1400,6,Garage,14,225.34
A52466949,28,F,UK,1,0,0,1200,4,Garage,3,164.99
A40824623,74,M,UK,8,0,4,1400,5,Garage,5,238.75
B26314896,46,M,UK,16,0,0,1200,4,Garage,7,198.34
A61815357,49,M,UK,30,8,0,1400,5,Garage,2,230.29
A27154232,19,F,UK,1,0,2,1200,2,Road,1,191.05
A42944591,50,M,UK,4,0,3,1600,6,Drive,9,234.37
A16013213,36,F,UK,13,0,3,1200,2,Drive,2,215.48
B29987846,72,F,UK,50,0,0,1400,2,Road,12,222.57
B79661135,79,M,UK,33,0,2,1200,3,Drive,2,228.63
A61871254,45,M,UK,11,8,2,1400,5,Garage,1,240.78
A33935702,38,M,UK,15,0,3,1200,2,Garage,4,214.66
A77435582,70,M,UK,44,0,0,1200,2,Garage,4,198.15
A87534559,44,M,UK,4,0,1,1400,2,Garage,1,183.63
A67405101,68,F,UK,29,0,1,1200,2,Garage,1,198.19
B24999439,45,F,UK,27,0,4,1200,2,Drive,11,240.31
A46693902,72,M,UK,9,0,4,1400,2,Road,4,246.45
B46381012,36,M,UK,7,0,3,1400,2,Drive,4,216.9
B20579082,45,M,UK,9,0,2,1400,2,Garage,10,207.49
B50075171,25,M,UK,2,0,3,1200,4,Garage,16,214.03
B37628830,66,F,UK,5,0,3,1200,5,Garage,3,217.7
A9876301,52,M,UK,16,0,3,1200,6,Drive,18,251.53
A31680119,59,M,UK,16,0,2,1400,5,Garage,4,221.68
A21057133,76,M,UK,19,0,0,1400,6,Garage,2,205.91
B3934463,38,M,France,13,0,2,1400,4,Garage,8,216.73
B39533005,59,F,UK,21,0,3,1200,3,Road,1,239.88
A98119323,47,M,UK,17,0,1,1400,4,Garage,1,204.97
B31806232,70,F,UK,43,8,3,1200,2,Garage,5,251.44
A18049509,38,F,UK,12,0,0,1200,3,Drive,2,190.68
B39202530,70,F,UK,39,8,0,1400,4,Road,1,247.47
A87398199,52,M,UK,22,0,1,1600,5,Road,17,244.29
B80728691,21,M,UK,2,0,0,1200,6,Road,6,200.04
B86846910,73,M,UK,53,4,3,1200,5,Garage,3,254.73
B6420891,20,M,UK,2,0,0,1200,6,Garage,16,187.65
B39768560,59,M,UK,5,0,0,1400,7,Road,5,217.66
A86146553,29,M,UK,2,0,1,1400,5,Garage,1,186.96
A88615447,65,F,UK,36,0,2,1400,6,Garage,1,224.97
A40577756,34,M,UK,17,0,3,1200,6,Garage,5,230.22
B45405786,69,F,UK,12,0,1,1600,4,Garage,2,202.72
B31088053,68,M,UK,7,4,0,1800,5,Garage,4,210.79
A29199510,68,F,UK,31,4,1,1600,3,Garage,3,220.5
B53300180,53,M,UK,17,0,1,1400,7,Garage,6,217.39
B67582782,48,F,UK,13,0,3,1200,5,Garage,9,227.6
B69655116,21,M,UK,3,0,0,1200,3,Garage,16,182.04
B52721404,19,M,UK,1,0,1,1200,6,Road,4,202.1
B92323059,79,F,UK,42,4,4,1200,6,Garage,1,260.33
A47170396,52,F,UK,1,8,2,1200,4,Road,13,244.61
A68277561,32,M,UK,15,0,0,1400,3,Garage,18,200.66
A87404995,78,F,UK,6,0,3,1800,4,Drive,9,232.35
B57195029,30,M,UK,5,0,1,1600,4,Road,1,212.26
